sub_region_1,date,transit_stations_percent_change_from_baseline
Lapland,2020-04-26,-76.0
Lapland,2020-04-27,-67.0
Lapland,2020-04-28,-64.0
Lapland,2020-04-29,-66.0
Lapland,2020-04-30,-62.0
Lapland,2020-05-01,-80.0
Lapland,2020-05-02,-71.0
Lapland,2020-05-03,-79.0
Lapland,2020-05-04,-66.0
Lapland,2020-05-05,-60.0
Lapland,2020-05-06,-67.0
Lapland,2020-05-07,-61.0
Lapland,2020-05-08,-67.0
Lapland,2020-05-09,-66.0
Lapland,2020-05-10,-78.0
Lapland,2020-05-11,-63.0
Lapland,2020-05-12,-59.0
Lapland,2020-05-13,-63.0
Lapland,2020-05-14,-58.0
Lapland,2020-05-15,-62.0
Lapland,2020-05-16,-66.0
Lapland,2020-05-17,-74.0
Lapland,2020-05-18,-59.0
Lapland,2020-05-19,-55.0
Lapland,2020-05-20,-54.0
Lapland,2020-05-21,-66.0
Lapland,2020-05-22,-61.0
Lapland,2020-05-23,-62.0
Lapland,2020-05-24,-68.0
Lapland,2020-05-25,-54.0
Lapland,2020-05-26,-45.0
Lapland,2020-05-27,-56.0
Lapland,2020-05-28,-52.0
Lapland,2020-05-29,-56.0
Lapland,2020-05-30,-51.0
Lapland,2020-05-31,-60.0
Lapland,2020-06-01,-46.0
Lapland,2020-06-02,-44.0
Lapland,2020-06-03,-49.0
Lapland,2020-06-04,-50.0
Lapland,2020-06-05,-59.0
Lapland,2020-06-06,-61.0
Lapland,2020-06-07,-67.0
Lapland,2020-06-08,-53.0
Lapland,2020-06-09,-49.0
Lapland,2020-06-10,-50.0
Lapland,2020-06-11,-51.0
Lapland,2020-06-12,-52.0
Lapland,2020-06-13,-49.0
Lapland,2020-06-14,-58.0
Lapland,2020-06-15,-46.0
Lapland,2020-06-16,-37.0
Lapland,2020-06-17,-34.0
Lapland,2020-06-18,-37.0
Lapland,2020-06-19,-62.0
Lapland,2020-06-20,-55.0
Lapland,2020-06-21,-54.0
Lapland,2020-06-22,-41.0
Lapland,2020-06-23,-34.0
Lapland,2020-06-24,-40.0
Lapland,2020-06-25,-37.0
Lapland,2020-06-26,-46.0
Lapland,2020-06-27,-36.0
Lapland,2020-06-28,-49.0
Lapland,2020-06-29,-44.0
Lapland,2020-06-30,-44.0
Lapland,2020-07-01,-43.0
Lapland,2020-07-02,-45.0
Lapland,2020-07-03,-47.0
Lapland,2020-07-04,-38.0
Lapland,2020-07-05,-50.0
Lapland,2020-07-06,-32.0
Lapland,2020-07-07,-38.0
Lapland,2020-07-08,-32.0
Lapland,2020-07-09,-39.0
Lapland,2020-07-10,-46.0
Lapland,2020-07-11,-32.0
Lapland,2020-07-12,-47.0
Lapland,2020-07-13,-40.0
Lapland,2020-07-14,-34.0
Lapland,2020-07-15,-37.0
Lapland,2020-07-16,-33.0
Lapland,2020-07-17,-41.0
Lapland,2020-07-18,-31.0
Lapland,2020-07-19,-37.0
Lapland,2020-07-20,-34.0
Lapland,2020-07-21,-32.0
Lapland,2020-07-22,-36.0
Lapland,2020-07-23,-37.0
Lapland,2020-07-24,-40.0
Lapland,2020-07-25,-28.0
Lapland,2020-07-26,-39.0
Lapland,2020-07-27,-33.0
Lapland,2020-07-28,-25.0
Lapland,2020-07-29,-33.0
Lapland,2020-07-30,-40.0
Lapland,2020-07-31,-39.0
Lapland,2020-08-01,-30.0
Lapland,2020-08-02,-39.0
Lapland,2020-08-03,-33.0
Lapland,2020-08-04,-35.0
Lapland,2020-08-05,-31.0
Lapland,2020-08-06,-39.0
Lapland,2020-08-07,-40.0
Lapland,2020-08-08,-34.0
Lapland,2020-08-09,-45.0
Lapland,2020-08-10,-41.0
Lapland,2020-08-11,-38.0
Lapland,2020-08-12,-44.0
Lapland,2020-08-13,-39.0
Lapland,2020-08-14,-41.0
Lapland,2020-08-15,-44.0
Lapland,2020-08-16,-40.0
Lapland,2020-09-11,-26.0
Lapland,2020-09-12,-32.0
Lapland,2020-09-13,-31.0
Lapland,2020-09-14,-27.0
Lapland,2020-09-15,-26.0
Lapland,2020-09-16,-37.0
Lapland,2020-09-17,-29.0
Lapland,2020-09-18,-29.0
Lapland,2020-09-19,-24.0
Lapland,2020-09-20,-37.0
Lapland,2020-09-21,-35.0
Lapland,2020-09-22,-29.0
Lapland,2020-09-23,-40.0
Lapland,2020-09-24,-31.0
Lapland,2020-09-25,-39.0
Lapland,2020-09-26,-49.0
Lapland,2020-09-27,-48.0
Lapland,2020-09-28,-43.0
Lapland,2020-09-29,-32.0
Lapland,2020-09-30,-40.0
Lapland,2020-10-01,-32.0
Lapland,2020-10-02,-30.0
Lapland,2020-10-03,-30.0
Lapland,2020-10-04,-36.0
Lapland,2020-10-05,-32.0
Lapland,2020-10-06,-30.0
Lapland,2020-10-07,-40.0
Lapland,2020-10-08,-43.0
Lapland,2020-10-09,-38.0
Lapland,2020-10-10,-38.0
Lapland,2020-10-11,-48.0
Lapland,2020-10-12,-39.0
Lapland,2020-10-13,-38.0
Lapland,2020-10-14,-36.0
Lapland,2020-10-15,-35.0
Lapland,2020-10-16,-40.0
Lapland,2020-10-17,-37.0
Lapland,2020-10-18,-40.0
Lapland,2020-10-19,-37.0
Lapland,2020-10-20,-34.0
Lapland,2020-10-21,-43.0
Lapland,2020-10-22,-40.0
Lapland,2020-10-23,-40.0
Lapland,2020-10-24,-48.0
Lapland,2020-10-25,-46.0
Lapland,2020-10-26,-43.0
Lapland,2020-10-27,-40.0
Lapland,2020-10-28,-48.0
Lapland,2020-10-29,-51.0
Lapland,2020-10-30,-45.0
Lapland,2020-10-31,-50.0
Lapland,2020-11-01,-54.0
Lapland,2020-11-02,-50.0
Lapland,2020-11-03,-45.0
Lapland,2020-11-04,-53.0
Lapland,2020-11-05,-46.0
Lapland,2020-11-06,-47.0
Lapland,2020-11-07,-56.0
Lapland,2020-11-08,-56.0
Lapland,2020-11-09,-48.0
Lapland,2020-11-10,-47.0
Lapland,2020-11-11,-48.0
Lapland,2020-11-12,-47.0
Lapland,2020-11-13,-50.0
Lapland,2020-11-14,-54.0
Lapland,2020-11-15,-51.0
Lapland,2020-11-16,-48.0
Lapland,2020-11-17,-43.0
Lapland,2020-11-18,-50.0
Lapland,2020-11-19,-38.0
Lapland,2020-11-20,-41.0
Lapland,2020-11-21,-40.0
Lapland,2020-11-22,-39.0
Lapland,2020-11-23,-42.0
Lapland,2020-11-24,-44.0
Lapland,2020-11-25,-46.0
Lapland,2020-11-26,-39.0
Lapland,2020-11-27,-38.0
Lapland,2020-11-28,-37.0
Lapland,2020-11-29,-48.0
Lapland,2020-11-30,-36.0
Lapland,2020-12-01,-43.0
Lapland,2020-12-02,-46.0
Lapland,2020-12-03,-48.0
Lapland,2020-12-04,-41.0
Lapland,2020-12-05,-44.0
Lapland,2020-12-06,-55.0
Lapland,2020-12-07,-46.0
Lapland,2020-12-08,-42.0
Lapland,2020-12-09,-49.0
Lapland,2020-12-10,-46.0
Lapland,2020-12-11,-51.0
Lapland,2020-12-12,-51.0
Lapland,2020-12-13,-56.0
Lapland,2020-12-14,-54.0
Lapland,2020-12-15,-47.0
Lapland,2020-12-16,-45.0
Lapland,2020-12-17,-41.0
Lapland,2020-12-18,-45.0
Lapland,2020-12-19,-37.0
Lapland,2020-12-20,-51.0
Lapland,2020-12-21,-40.0
Lapland,2020-12-22,-27.0
Lapland,2020-12-23,-39.0
Lapland,2020-12-24,-64.0
Lapland,2020-12-25,-74.0
Lapland,2020-12-26,-33.0
Lapland,2020-12-27,-39.0
Lapland,2020-12-28,-40.0
Lapland,2020-12-29,-35.0
Lapland,2020-12-30,-38.0
Lapland,2020-12-31,-47.0
Lapland,2020-02-15,59.0
Lapland,2020-02-16,16.0
Lapland,2020-02-17,49.0
Lapland,2020-02-20,44.0
Lapland,2020-02-21,17.0
Lapland,2020-02-22,72.0
Lapland,2020-02-23,20.0
Lapland,2020-02-24,50.0
Lapland,2020-02-27,48.0
Lapland,2020-02-28,15.0
Lapland,2020-02-29,55.0
Lapland,2020-03-01,9.0
Lapland,2020-03-02,63.0
Lapland,2020-03-05,31.0
Lapland,2020-03-06,30.0
Lapland,2020-03-07,46.0
Lapland,2020-03-08,-1.0
Lapland,2020-03-09,49.0
Lapland,2020-03-12,31.0
Lapland,2020-03-13,27.0
Lapland,2020-03-14,49.0
Lapland,2020-03-15,-21.0
Lapland,2020-03-16,21.0
Lapland,2020-03-17,12.0
Lapland,2020-03-19,-22.0
Lapland,2020-03-20,-28.0
Lapland,2020-03-21,-28.0
Lapland,2020-03-22,-75.0
Lapland,2020-03-23,-46.0
Lapland,2020-03-24,-37.0
Lapland,2020-03-25,-36.0
Lapland,2020-03-26,-75.0
Lapland,2020-03-27,-69.0
Lapland,2020-03-28,-83.0
Lapland,2020-03-29,-89.0
Lapland,2020-03-30,-75.0
Lapland,2020-04-01,-72.0
Lapland,2020-04-02,-82.0
Lapland,2020-04-03,-82.0
Lapland,2020-04-05,-100.0
Lapland,2020-04-08,-72.0
Lapland,2020-04-10,-81.0
Lapland,2020-04-11,-83.0
Lapland,2020-04-12,-100.0
Lapland,2020-04-19,-100.0
Lapland,2020-04-26,-100.0
Lapland,2020-04-30,-80.0
Lapland,2020-05-03,-100.0
Lapland,2020-05-10,-100.0
Lapland,2020-05-14,-82.0
Lapland,2020-05-15,-82.0
Lapland,2020-05-17,-100.0
Lapland,2020-05-20,-71.0
Lapland,2020-05-22,-82.0
Lapland,2020-05-24,-100.0
Lapland,2020-05-26,-70.0
Lapland,2020-05-30,-87.0
Lapland,2020-05-31,-100.0
Lapland,2020-06-02,-71.0
Lapland,2020-06-03,-70.0
Lapland,2020-06-04,-81.0
Lapland,2020-06-05,-80.0
Lapland,2020-06-07,-100.0
Lapland,2020-06-08,-74.0
Lapland,2020-06-09,-68.0
Lapland,2020-06-10,-64.0
Lapland,2020-06-11,-76.0
Lapland,2020-06-12,-78.0
Lapland,2020-06-13,-88.0
Lapland,2020-06-14,-90.0
Lapland,2020-06-15,-73.0
Lapland,2020-06-16,-58.0
Lapland,2020-06-17,-63.0
Lapland,2020-06-18,-68.0
Lapland,2020-06-19,-65.0
Lapland,2020-06-20,-80.0
Lapland,2020-06-21,-84.0
Lapland,2020-06-22,-60.0
Lapland,2020-06-23,-51.0
Lapland,2020-06-24,-57.0
Lapland,2020-06-25,-70.0
Lapland,2020-06-26,-70.0
Lapland,2020-06-27,-80.0
Lapland,2020-06-28,-86.0
Lapland,2020-06-29,-70.0
Lapland,2020-06-30,-59.0
Lapland,2020-07-01,-62.0
Lapland,2020-07-02,-70.0
Lapland,2020-07-03,-70.0
Lapland,2020-07-04,-76.0
Lapland,2020-07-05,-85.0
Lapland,2020-07-06,-57.0
Lapland,2020-07-07,-39.0
Lapland,2020-07-08,-40.0
Lapland,2020-07-09,-54.0
Lapland,2020-07-10,-65.0
Lapland,2020-07-11,-71.0
Lapland,2020-07-12,-83.0
Lapland,2020-07-13,-46.0
Lapland,2020-07-14,-36.0
Lapland,2020-07-15,-40.0
Lapland,2020-07-16,-54.0
Lapland,2020-07-17,-61.0
Lapland,2020-07-18,-69.0
Lapland,2020-07-19,-83.0
Lapland,2020-07-20,-58.0
Lapland,2020-07-21,-41.0
Lapland,2020-07-22,-50.0
Lapland,2020-07-23,-66.0
Lapland,2020-07-24,-59.0
Lapland,2020-07-25,-68.0
Lapland,2020-07-26,-82.0
Lapland,2020-07-27,-47.0
Lapland,2020-07-28,-33.0
Lapland,2020-07-29,-32.0
Lapland,2020-07-30,-46.0
Lapland,2020-07-31,-58.0
Lapland,2020-08-01,-66.0
Lapland,2020-08-02,-81.0
Lapland,2020-08-03,-42.0
Lapland,2020-08-04,-40.0
Lapland,2020-08-05,-40.0
Lapland,2020-08-06,-48.0
Lapland,2020-08-07,-63.0
Lapland,2020-08-08,-67.0
Lapland,2020-08-09,-85.0
Lapland,2020-08-10,-55.0
Lapland,2020-08-11,-43.0
Lapland,2020-08-12,-51.0
Lapland,2020-08-13,-57.0
Lapland,2020-08-14,-68.0
Lapland,2020-08-15,-74.0
Lapland,2020-08-16,-85.0
Lapland,2020-09-11,-33.0
Lapland,2020-09-12,-55.0
Lapland,2020-09-13,-66.0
Lapland,2020-09-14,-29.0
Lapland,2020-09-15,-9.0
Lapland,2020-09-16,-22.0
Lapland,2020-09-17,-25.0
Lapland,2020-09-18,-39.0
Lapland,2020-09-19,-58.0
Lapland,2020-09-20,-78.0
Lapland,2020-09-21,-49.0
Lapland,2020-09-22,-37.0
Lapland,2020-09-23,-44.0
Lapland,2020-09-24,-52.0
Lapland,2020-09-25,-57.0
Lapland,2020-09-26,-74.0
Lapland,2020-09-27,-85.0
Lapland,2020-09-28,-69.0
Lapland,2020-09-29,-58.0
Lapland,2020-09-30,-57.0
Lapland,2020-10-01,-69.0
Lapland,2020-10-02,-69.0
Lapland,2020-10-03,-77.0
Lapland,2020-10-04,-87.0
Lapland,2020-10-05,-73.0
Lapland,2020-10-06,-64.0
Lapland,2020-10-07,-60.0
Lapland,2020-10-08,-74.0
Lapland,2020-10-09,-72.0
Lapland,2020-10-10,-81.0
Lapland,2020-10-11,-85.0
Lapland,2020-10-12,-64.0
Lapland,2020-10-13,-49.0
Lapland,2020-10-14,-47.0
Lapland,2020-10-15,-58.0
Lapland,2020-10-16,-65.0
Lapland,2020-10-17,-71.0
Lapland,2020-10-18,-83.0
Lapland,2020-10-19,-66.0
Lapland,2020-10-20,-62.0
Lapland,2020-10-21,-62.0
Lapland,2020-10-22,-68.0
Lapland,2020-10-23,-73.0
Lapland,2020-10-24,-81.0
Lapland,2020-10-25,-88.0
Lapland,2020-10-26,-72.0
Lapland,2020-10-27,-63.0
Lapland,2020-10-28,-63.0
Lapland,2020-10-29,-76.0
Lapland,2020-10-30,-73.0
Lapland,2020-10-31,-82.0
Lapland,2020-11-01,-89.0
Lapland,2020-11-02,-72.0
Lapland,2020-11-03,-68.0
Lapland,2020-11-04,-64.0
Lapland,2020-11-05,-68.0
Lapland,2020-11-06,-73.0
Lapland,2020-11-07,-78.0
Lapland,2020-11-08,-87.0
Lapland,2020-11-09,-75.0
Lapland,2020-11-10,-57.0
Lapland,2020-11-11,-62.0
Lapland,2020-11-12,-61.0
Lapland,2020-11-13,-73.0
Lapland,2020-11-14,-79.0
Lapland,2020-11-15,-88.0
Lapland,2020-11-16,-68.0
Lapland,2020-11-17,-64.0
Lapland,2020-11-18,-43.0
Lapland,2020-11-19,-53.0
Lapland,2020-11-20,-65.0
Lapland,2020-11-21,-72.0
Lapland,2020-11-22,-77.0
Lapland,2020-11-23,-57.0
Lapland,2020-11-24,-53.0
Lapland,2020-11-25,-56.0
Lapland,2020-11-26,-62.0
Lapland,2020-11-27,-57.0
Lapland,2020-11-28,-70.0
Lapland,2020-11-29,-84.0
Lapland,2020-11-30,-63.0
Lapland,2020-12-01,-60.0
Lapland,2020-12-02,-41.0
Lapland,2020-12-03,-61.0
Lapland,2020-12-04,-61.0
Lapland,2020-12-05,-68.0
Lapland,2020-12-06,-83.0
Lapland,2020-12-07,-58.0
Lapland,2020-12-08,-61.0
Lapland,2020-12-09,-49.0
Lapland,2020-12-10,-53.0
Lapland,2020-12-11,-67.0
Lapland,2020-12-12,-71.0
Lapland,2020-12-13,-83.0
Lapland,2020-12-14,-55.0
Lapland,2020-12-15,-58.0
Lapland,2020-12-16,-42.0
Lapland,2020-12-17,-53.0
Lapland,2020-12-18,-59.0
Lapland,2020-12-19,-54.0
Lapland,2020-12-20,-75.0
Lapland,2020-12-21,-35.0
Lapland,2020-12-22,-25.0
Lapland,2020-12-23,-4.0
Lapland,2020-12-24,-58.0
Lapland,2020-12-25,-51.0
Lapland,2020-12-26,-33.0
Lapland,2020-12-27,-65.0
Lapland,2020-12-28,-18.0
Lapland,2020-12-29,-10.0
Lapland,2020-12-31,-35.0
North Karelia,2020-03-20,-41.0
North Karelia,2020-03-27,-54.0
North Karelia,2020-04-03,-54.0
North Karelia,2020-04-05,-58.0
North Karelia,2020-04-10,-63.0
North Karelia,2020-04-12,-55.0
North Karelia,2020-04-17,-54.0
North Karelia,2020-04-19,-49.0
North Karelia,2020-04-20,-30.0
North Karelia,2020-04-21,-20.0
North Karelia,2020-04-22,-22.0
North Karelia,2020-04-23,-34.0
North Karelia,2020-04-24,-45.0
North Karelia,2020-04-26,-50.0
North Karelia,2020-04-27,-22.0
North Karelia,2020-04-28,-14.0
North Karelia,2020-04-29,-15.0
North Karelia,2020-04-30,-17.0
North Karelia,2020-05-01,-58.0
North Karelia,2020-05-03,-45.0
North Karelia,2020-05-06,-17.0
North Karelia,2020-05-07,-31.0
North Karelia,2020-05-08,-34.0
North Karelia,2020-05-10,-34.0
North Karelia,2020-05-11,-37.0
North Karelia,2020-05-12,-24.0
North Karelia,2020-05-13,-20.0
North Karelia,2020-05-14,-24.0
North Karelia,2020-05-15,-53.0
North Karelia,2020-05-16,-64.0
North Karelia,2020-05-17,-67.0
North Karelia,2020-05-18,-46.0
North Karelia,2020-05-19,-49.0
North Karelia,2020-05-20,-40.0
North Karelia,2020-05-21,-63.0
North Karelia,2020-05-22,-57.0
North Karelia,2020-05-24,-44.0
North Karelia,2020-05-25,-26.0
North Karelia,2020-05-26,-22.0
North Karelia,2020-05-27,-35.0
North Karelia,2020-05-28,-41.0
North Karelia,2020-05-29,-48.0
North Karelia,2020-05-30,-48.0
North Karelia,2020-05-31,-47.0
North Karelia,2020-06-01,-26.0
North Karelia,2020-06-02,-28.0
North Karelia,2020-06-03,-26.0
North Karelia,2020-06-04,-42.0
North Karelia,2020-06-05,-41.0
North Karelia,2020-06-07,-35.0
North Karelia,2020-06-08,-20.0
North Karelia,2020-06-09,-19.0
North Karelia,2020-06-10,-18.0
North Karelia,2020-06-11,-33.0
North Karelia,2020-06-12,-33.0
North Karelia,2020-06-14,-38.0
North Karelia,2020-06-15,-21.0
North Karelia,2020-06-16,-26.0
North Karelia,2020-06-17,-12.0
North Karelia,2020-06-18,-8.0
North Karelia,2020-06-19,-60.0
North Karelia,2020-06-21,-29.0
North Karelia,2020-06-23,-7.0
North Karelia,2020-06-24,-15.0
North Karelia,2020-06-25,-31.0
North Karelia,2020-06-26,-40.0
North Karelia,2020-06-28,-33.0
North Karelia,2020-06-29,-12.0
North Karelia,2020-06-30,-30.0
North Karelia,2020-07-01,-22.0
North Karelia,2020-07-02,-30.0
North Karelia,2020-07-03,-41.0
North Karelia,2020-07-05,-30.0
North Karelia,2020-07-07,-19.0
North Karelia,2020-07-08,-16.0
North Karelia,2020-07-09,-14.0
North Karelia,2020-07-10,-28.0
North Karelia,2020-07-12,-30.0
North Karelia,2020-07-14,-13.0
North Karelia,2020-07-16,8.0
North Karelia,2020-07-17,1.0
North Karelia,2020-07-23,-1.0
North Karelia,2020-07-24,-5.0
North Karelia,2020-07-29,2.0
North Karelia,2020-07-30,-2.0
North Karelia,2020-07-31,-9.0
North Karelia,2020-08-02,-5.0
North Karelia,2020-08-06,5.0
North Karelia,2020-08-07,7.0
North Karelia,2020-08-13,0.0
North Karelia,2020-08-14,-6.0
North Karelia,2020-08-16,-1.0
North Karelia,2020-09-11,-15.0
North Karelia,2020-09-13,-19.0
North Karelia,2020-09-15,-3.0
North Karelia,2020-09-16,-4.0
North Karelia,2020-09-17,-16.0
North Karelia,2020-09-18,-9.0
North Karelia,2020-09-20,-9.0
North Karelia,2020-09-22,-4.0
North Karelia,2020-09-23,-4.0
North Karelia,2020-09-24,-4.0
North Karelia,2020-09-25,-18.0
North Karelia,2020-09-27,-4.0
North Karelia,2020-09-29,-7.0
North Karelia,2020-09-30,-9.0
North Karelia,2020-10-01,-10.0
North Karelia,2020-10-02,-17.0
North Karelia,2020-10-04,-19.0
North Karelia,2020-10-06,-20.0
North Karelia,2020-10-07,-16.0
North Karelia,2020-10-08,-21.0
North Karelia,2020-10-09,-15.0
North Karelia,2020-10-11,-26.0
North Karelia,2020-10-12,-13.0
North Karelia,2020-10-13,-25.0
North Karelia,2020-10-14,-13.0
North Karelia,2020-10-15,-26.0
North Karelia,2020-10-16,-35.0
North Karelia,2020-10-18,-8.0
North Karelia,2020-10-19,-16.0
North Karelia,2020-10-20,-21.0
North Karelia,2020-10-21,-15.0
North Karelia,2020-10-22,-18.0
North Karelia,2020-10-23,-29.0
North Karelia,2020-10-25,-19.0
North Karelia,2020-10-27,-16.0
North Karelia,2020-10-28,-25.0
North Karelia,2020-10-29,-19.0
North Karelia,2020-10-30,-27.0
North Karelia,2020-11-01,-31.0
North Karelia,2020-11-02,-20.0
North Karelia,2020-11-03,-16.0
North Karelia,2020-11-04,-16.0
North Karelia,2020-11-05,-26.0
North Karelia,2020-11-06,-25.0
North Karelia,2020-11-08,-32.0
North Karelia,2020-11-09,-16.0
North Karelia,2020-11-10,-21.0
North Karelia,2020-11-11,-24.0
North Karelia,2020-11-12,-21.0
North Karelia,2020-11-13,-35.0
North Karelia,2020-11-15,-34.0
North Karelia,2020-11-16,-24.0
North Karelia,2020-11-17,-34.0
North Karelia,2020-11-18,-26.0
North Karelia,2020-11-19,-32.0
North Karelia,2020-11-20,-29.0
North Karelia,2020-11-22,-38.0
North Karelia,2020-11-23,-28.0
North Karelia,2020-11-24,-30.0
North Karelia,2020-11-25,-36.0
North Karelia,2020-11-26,-35.0
North Karelia,2020-11-27,-39.0
North Karelia,2020-11-29,-46.0
North Karelia,2020-11-30,-20.0
North Karelia,2020-12-01,-36.0
North Karelia,2020-12-02,-40.0
North Karelia,2020-12-03,-39.0
North Karelia,2020-12-04,-42.0
North Karelia,2020-12-06,-38.0
North Karelia,2020-12-07,-38.0
North Karelia,2020-12-08,-49.0
North Karelia,2020-12-09,-41.0
North Karelia,2020-12-10,-45.0
North Karelia,2020-12-11,-48.0
North Karelia,2020-12-13,-50.0
North Karelia,2020-12-14,-36.0
North Karelia,2020-12-15,-34.0
North Karelia,2020-12-16,-33.0
North Karelia,2020-12-17,-33.0
North Karelia,2020-12-18,-45.0
North Karelia,2020-12-20,-44.0
North Karelia,2020-12-21,-28.0
North Karelia,2020-12-22,-13.0
North Karelia,2020-12-23,-20.0
North Karelia,2020-12-24,-67.0
North Karelia,2020-12-25,-72.0
North Karelia,2020-12-27,-30.0
North Karelia,2020-12-28,-34.0
North Karelia,2020-12-29,-38.0
North Karelia,2020-12-30,-32.0
North Karelia,2020-12-31,-44.0
North Karelia,2020-02-15,12.0
North Karelia,2020-02-16,10.0
North Karelia,2020-02-17,11.0
North Karelia,2020-02-18,10.0
North Karelia,2020-02-19,21.0
North Karelia,2020-02-20,6.0
North Karelia,2020-02-21,17.0
North Karelia,2020-02-22,21.0
North Karelia,2020-02-23,10.0
North Karelia,2020-02-24,39.0
North Karelia,2020-02-25,36.0
North Karelia,2020-02-26,46.0
North Karelia,2020-02-27,34.0
North Karelia,2020-02-28,21.0
North Karelia,2020-02-29,33.0
North Karelia,2020-03-01,8.0
North Karelia,2020-03-02,23.0
North Karelia,2020-03-03,18.0
North Karelia,2020-03-04,14.0
North Karelia,2020-03-05,10.0
North Karelia,2020-03-06,6.0
North Karelia,2020-03-07,20.0
North Karelia,2020-03-08,25.0
North Karelia,2020-03-09,49.0
North Karelia,2020-03-10,37.0
North Karelia,2020-03-11,38.0
North Karelia,2020-03-12,35.0
North Karelia,2020-03-13,8.0
North Karelia,2020-03-14,-10.0
North Karelia,2020-03-15,-17.0
North Karelia,2020-03-16,14.0
North Karelia,2020-03-17,-2.0
North Karelia,2020-03-18,-16.0
North Karelia,2020-03-19,-30.0
North Karelia,2020-03-20,-41.0
North Karelia,2020-03-21,-31.0
North Karelia,2020-03-22,-44.0
North Karelia,2020-03-23,-32.0
North Karelia,2020-03-24,-30.0
North Karelia,2020-03-25,-29.0
North Karelia,2020-03-26,-40.0
North Karelia,2020-03-27,-47.0
North Karelia,2020-03-28,-42.0
North Karelia,2020-03-29,-54.0
North Karelia,2020-03-30,-43.0
North Karelia,2020-03-31,-40.0
North Karelia,2020-04-01,-40.0
North Karelia,2020-04-02,-45.0
North Karelia,2020-04-03,-55.0
North Karelia,2020-04-04,-39.0
North Karelia,2020-04-05,-56.0
North Karelia,2020-04-06,-43.0
North Karelia,2020-04-07,-37.0
North Karelia,2020-04-08,-33.0
North Karelia,2020-04-09,-30.0
North Karelia,2020-04-10,-61.0
North Karelia,2020-04-11,-30.0
North Karelia,2020-04-12,-53.0
North Karelia,2020-04-13,-50.0
North Karelia,2020-04-14,-33.0
North Karelia,2020-04-15,-38.0
North Karelia,2020-04-16,-40.0
North Karelia,2020-04-17,-49.0
North Karelia,2020-04-18,-36.0
North Karelia,2020-04-19,-47.0
North Karelia,2020-04-20,-40.0
North Karelia,2020-04-21,-30.0
North Karelia,2020-04-22,-38.0
North Karelia,2020-04-23,-36.0
North Karelia,2020-04-24,-47.0
North Karelia,2020-04-25,-32.0
North Karelia,2020-04-26,-51.0
North Karelia,2020-04-27,-31.0
North Karelia,2020-04-28,-25.0
North Karelia,2020-04-29,-26.0
North Karelia,2020-04-30,-18.0
North Karelia,2020-05-01,-61.0
North Karelia,2020-05-02,-20.0
North Karelia,2020-05-03,-45.0
North Karelia,2020-05-04,-17.0
North Karelia,2020-05-05,-20.0
North Karelia,2020-05-06,-28.0
North Karelia,2020-05-07,-35.0
North Karelia,2020-05-08,-38.0
North Karelia,2020-05-09,-23.0
North Karelia,2020-05-10,-42.0
North Karelia,2020-05-11,-41.0
North Karelia,2020-05-12,-30.0
North Karelia,2020-05-13,-27.0
North Karelia,2020-05-14,-26.0
North Karelia,2020-05-15,-61.0
North Karelia,2020-05-16,-65.0
North Karelia,2020-05-17,-73.0
North Karelia,2020-05-18,-54.0
North Karelia,2020-05-19,-54.0
North Karelia,2020-05-20,-48.0
North Karelia,2020-05-21,-67.0
North Karelia,2020-05-22,-61.0
North Karelia,2020-05-23,-49.0
North Karelia,2020-05-24,-51.0
North Karelia,2020-05-25,-35.0
North Karelia,2020-05-26,-28.0
North Karelia,2020-05-27,-44.0
North Karelia,2020-05-28,-45.0
North Karelia,2020-05-29,-55.0
North Karelia,2020-05-30,-44.0
North Karelia,2020-05-31,-54.0
North Karelia,2020-06-01,-39.0
North Karelia,2020-06-02,-37.0
North Karelia,2020-06-03,-37.0
North Karelia,2020-06-04,-47.0
North Karelia,2020-06-05,-45.0
North Karelia,2020-06-06,-32.0
North Karelia,2020-06-07,-43.0
North Karelia,2020-06-08,-26.0
North Karelia,2020-06-09,-26.0
North Karelia,2020-06-10,-23.0
North Karelia,2020-06-11,-36.0
North Karelia,2020-06-12,-42.0
North Karelia,2020-06-13,-38.0
North Karelia,2020-06-14,-45.0
North Karelia,2020-06-15,-31.0
North Karelia,2020-06-16,-30.0
North Karelia,2020-06-17,-20.0
North Karelia,2020-06-18,-17.0
North Karelia,2020-06-19,-66.0
North Karelia,2020-06-20,-62.0
North Karelia,2020-06-21,-40.0
North Karelia,2020-06-22,-7.0
North Karelia,2020-06-23,-18.0
North Karelia,2020-06-24,-24.0
North Karelia,2020-06-25,-32.0
North Karelia,2020-06-26,-47.0
North Karelia,2020-06-27,-32.0
North Karelia,2020-06-28,-44.0
North Karelia,2020-06-29,-30.0
North Karelia,2020-06-30,-34.0
North Karelia,2020-07-01,-30.0
North Karelia,2020-07-02,-39.0
North Karelia,2020-07-03,-46.0
North Karelia,2020-07-04,-39.0
North Karelia,2020-07-05,-38.0
North Karelia,2020-07-06,-19.0
North Karelia,2020-07-07,-29.0
North Karelia,2020-07-08,-24.0
North Karelia,2020-07-09,-27.0
North Karelia,2020-07-10,-36.0
North Karelia,2020-07-11,-46.0
North Karelia,2020-07-12,-36.0
North Karelia,2020-07-13,-23.0
North Karelia,2020-07-14,-24.0
North Karelia,2020-07-15,10.0
North Karelia,2020-07-16,-3.0
